filename,product_id,page_title,slug,short_description,full_description,seo_title,meta_description
BRD_6037.JPG,EN-POPPY-SEED-OIL-250ML,Eco Natural Масло из семян мака – 250 мл,eco-natural-poppy-seed-oil-250ml,"Гладкое, элегантное специализированное масло с редким и отличительным профилем.","Eco Natural Масло из семян мака привносит изысканный и необычный вариант в коллекции премиальных масел. Его специализированное позиционирование, чистое представление и отличительный характер хорошо подходят для гурме-кухонь, подборок подарков и полок натуральных продуктов, которые ценят уникальные ингредиенты.",Eco Natural Масло из семян мака 250 мл | Элегантное специализированное масло,"Откройте для себя Eco Natural Масло из семян мака 250 мл, гладкое и отличительное специализированное масло, идеальное для гурме-кухонь и премиальных серий продуктов."
BRD_6038.JPG,EN-OLIVE-ELIXIR-NA,Eco Natural Зейтин Сютю (Холодного отжима оливковый эликсир),eco-natural-zeytin-sutu-cold-pressed-olive-elixir,Деликатный оливковый эликсир с ремесленным характером и премиальным представлением.,"Eco Natural Зейтин Сютю, представленный как Холодного отжима оливковый эликсир, разработан как изысканное специализированное предложение в категории оливок. Его элегантная визуальная идентичность и бутик-позиционирование делают его особенно подходящим для тщательно подобранных пищевых селекций, ориентированного на подарки розницы и покупателей, ищущих что-то характерное за пределами стандартных форматов оливкового масла.",Eco Natural Зейтин Сютю | Холодного отжима оливковый эликсир,"Исследуйте Eco Natural Зейтин Сютю, холодного отжима оливковый эликсир с деликатным характером, премиальным представлением и бутик-специализированной привлекательностью."
BRD_6046.JPG,EN-FIG-SEED-OIL-NA,Eco Natural Масло из инжирных семечек,eco-natural-fig-seed-oil,Редкое и визуально отличительное масло из инжирных семечек с изысканной премиальной идентичностью.,"Eco Natural Масло из инжирных семечек - это нишевой специализированный продукт, разработанный для премиальных полок и тщательно подобранных ассортиментов. Его элегантная упаковка и необычный профиль продукта делают его особенно привлекательным для гурме-розницы, подборок подарков и покупателей, ищущих уникальные натуральные масла.",Eco Natural Масло из инжирных семечек | Редкое премиальное специализированное масло,"Откройте для себя Eco Natural Масло из инжирных семечек, редкое и элегантное специализированное масло, разработанное для бутик-розницы, гурме-коллекций и премиального представления."
BRD_6049.JPG,EN-SALAD-DRESSING-NA,Eco Natural Заправка для салата,eco-natural-salad-dressing,Готовая к использованию заправка для салата с смелым представлением и повседневным удобством.,"Eco Natural Заправка для салата сделана для простой подачи и быстрого приготовления блюд без потери премиального вида на полке. Она хорошо работает с салатами, овощными блюдами и легкими холодными табличками, предлагая простой способ добавить вкус и финиш к повседневным блюдам.",Eco Natural Заправка для салата | Готовый кухонный необходимый элемент,"Купите Eco Natural Заправка для салата, практичную и премиальную готовую заправку для салатов, овощных блюд и повседневной подачи."
BRD_6024.JPG,EN-EVOO-500ML-TIN,Eco Natural Масло первого холодного отжима – 500 мл банка,eco-natural-extra-virgin-olive-oil-500ml-tin,Масло первого холодного отжима в классической банке с премиальными сигналами качества.,"Eco Natural Масло первого холодного отжима в формате 500 мл банка сочетает повседневную практичность с сильной премиальной идентичностью. Подчеркивая 0,2 кислотность и 349 полифенолов на упаковке, оно позиционируется как высококачественное оливковое масло для регулярного использования, подачи и кухонных полок, которые ценят функциональность и представление.",Eco Natural Масло первого холодного отжима 500 мл банка,"Купите Eco Natural Масло первого холодного отжима 500 мл банка, масло первого холодного отжима с премиальными сигналами качества, 0,2 кислотностью и 349 полифенолов."
BRD_6028.JPG,EN-EVOO-1L-TIN,Eco Natural Масло первого холодного отжима – 1 л банка,eco-natural-extra-virgin-olive-oil-1l-tin,"Масло первого холодного отжима в более крупном формате, разработанное для регулярного домашнего и кухонного использования.","Eco Natural Масло первого холодного отжима в 1 л банке предлагает то же премиальное позиционирование в формате, подходящем для более частого использования. С 0,2 кислотностью и 349 полифенолов, подчеркиваемыми на упаковке, оно балансирует презентацию качества с практичным объемом для домохозяйств и кухонь, которые полагаются на оливковое масло ежедневно.",Eco Natural Масло первого холодного отжима 1 л банка,"Откройте для себя Eco Natural Масло первого холодного отжима 1 л банка, масло первого холодного отжима с 0,2 кислотностью, 349 полифенолов и практичным повседневным объемом."
BRD_6074.JPG,EN-EH-EVOO-50CL-RECT,Eco Natural Ранний урожай масло первого холодного отжима – 50 cl,eco-natural-early-harvest-extra-virgin-olive-oil-50cl,Премиальное масло первого холодного отжима раннего урожая в поразительной прямоугольной стеклянной бутылке.,"Это Eco Natural масло первого холодного отжима раннего урожая позиционируется как изысканный премиальный продукт для подачи, подарков и возвышенного представления на полке. С 0,1 кислотностью и 500+ полифенолов, подчеркиваемыми на этикетке, оно сочетает сильные сигналы качества с острым, элегантным дизайном бутылки.",Eco Natural Ранний урожай масло первого холодного отжима 50 cl,"Купите Eco Natural Ранний урожай масло первого холодного отжима 50 cl с 0,1 кислотностью, 500+ полифенолов и премиальным прямоугольным представлением бутылки."
BRD_6075.JPG,EN-EH-EVOO-NA-SLIM,Eco Natural Ранний урожай масло первого холодного отжима – Узкая бутылка,eco-natural-early-harvest-extra-virgin-olive-oil-slim-bottle,"Премиальное масло раннего урожая, представленное в высокой, элегантной узкой бутылке.","Eco Natural Ранний урожай масло первого холодного отжима в этом узком формате бутылки разработано, чтобы выделяться в специализированной рознице и ориентированных на подарки коллекциях. Этикетка подчеркивает 0,1 кислотность и 500+ полифенолов, сочетая премиальное сообщение о качестве с чистым, удлиненным силуэтом.",Eco Natural Ранний урожай масло первого холодного отжима | Узкая бутылка,"Откройте для себя Eco Natural Ранний урожай масло первого холодного отжима в узкой премиальной бутылке с 0,1 кислотностью, 500+ полифенолов и элегантным присутствием на полке."
BRD_6058.JPG,EN-EH-EVOO-NA-OVAL,Eco Natural Ранний урожай масло первого холодного отжима – Овальная бутылка,eco-natural-early-harvest-extra-virgin-olive-oil-oval-bottle,Декоративное премиальное масло первого холодного отжима с ремесленным стилем и выделяющимся визуальным характером.,"Этот специальный вариант Eco Natural раннего урожая масла первого холодного отжима разработан для премиального дисплея, подарков и бутик-полочной привлекательности. С 0,1 кислотностью и 500+ полифенолов, связанных с серией, овальная бутылка и декоративный стиль придают ему явно ремесленное присутствие.",Eco Natural Ранний урожай масло первого холодного отжима | Овальная премиальная бутылка,Исследуйте Eco Natural Ранний урожай масло первого холодного отжима в овальной декоративной бутылке с премиальной подарочной привлекательностью и изысканным представлением.
BRD_6065.JPG,EN-EH-EVOO-70CL-TEARDROP,Eco Natural Ранний урожай масло первого холодного отжима – 70 cl,eco-natural-early-harvest-extra-virgin-olive-oil-70cl-teardrop,Премиальное масло первого холодного отжима раннего урожая в вылепленной бутылке в форме капли слезы.,"Eco Natural Ранний урожай масло первого холодного отжима в 70 cl бутылке в форме капли слезы сочетает премиальные сигналы качества с визуально отличительным представлением. Особенность 0,1 кислотностью и 500+ полифенолов на этикетке, оно разработано для гурме-использования, элегантных столов и роскошных подарков.",Eco Natural Ранний урожай масло первого холодного отжима 70 cl,"Купите Eco Natural Ранний урожай масло первого холодного отжима 70 cl с 0,1 кислотностью, 500+ полифенолов и вылепленным премиальным дизайном бутылки."
BRD_6068.JPG,EN-EH-EVOO-NA-DECO-SQUARE,Eco Natural Ранний урожай масло первого холодного отжима – Декоративная квадратная бутылка,eco-natural-early-harvest-extra-virgin-olive-oil-decorative-square-bottle,"Декоративное квадратное масло премиального первого холодного отжима, сделанное выделяться на полке и столе.","Этот вариант Eco Natural раннего урожая масла первого холодного отжима сочетает изысканную идентичность премиальной серии с более декоративным квадратным представлением бутылки. Позиционировано вместе с 0,1 кислотностью и 500+ полифенолов серии раннего урожая, оно подходит для бутик-дисплея, премиальных пищевых подарков и элегантного кухонного представления.",Eco Natural Ранний урожай масло первого холодного отжима | Декоративная квадратная бутылка,Купите Eco Natural Ранний урожай масло первого холодного отжима в декоративной квадратной бутылке с премиальным представлением и позиционированием раннего урожая.
BRD_6071.JPG,EN-EH-EVOO-70CL-ROUND,Eco Natural Ранний урожай масло первого холодного отжима – 70 cl Круглая бутылка,eco-natural-early-harvest-extra-virgin-olive-oil-70cl-round-bottle,Высокопроизводительное масло раннего урожая в округлой украшенной стеклянной бутылке.,"Eco Natural Ранний урожай масло первого холодного отжима в этой 70 cl округлой бутылке разработано как премиальный предмет интерьера для стола, полки или подборки подарков. С 0,1 кислотностью и 500+ полифенолов, подчеркиваемыми на этикетке, оно объединяет позиционирование, направленное на качество, с характерным украшенным представлением.",Eco Natural Ранний урожай масло первого холодного отжима 70 cl | Круглая бутылка,"Откройте для себя Eco Natural Ранний урожай масло первого холодного отжима 70 cl в округлой украшенной бутылке с 0,1 кислотностью и 500+ полифенолов."
BRD_6083.JPG,SH-EVOO-CHILI-250ML,Şirince Острое масло первого холодного отжима – 250 мл,sirince-chili-extra-virgin-olive-oil-250ml,"Масло первого холодного отжима, настоянное на остром перце, для теплого, живого финиша.","Şirince Острое масло первого холодного отжима сочетает чистую основу оливкового масла с мягко острым профилем, который добавляет характер без подавления блюда. Особенно подходит для пиццы, пасты, ижареных овощей, мезе и финишных приложений, где немного тепла добавляет глубину.",Şirince Острое масло первого холодного отжима 250 мл,"Купите Şirince Острое масло первого холодного отжима 250 мл, масло первого холодного отжима, настоянное холодным отжимом, с смелым, теплым финишем для заливки и подачи."
BRD_6085.JPG,SH-EVOO-GARLIC-250ML,Şirince Чесночное масло первого холодного отжима – 250 мл,sirince-garlic-extra-virgin-olive-oil-250ml,"Масло первого холодного отжима, настоянное на чесноке, с пикантным средиземноморским характером.","Şirince Чесночное масло первого холодного отжима разработано для легкого создания вкуса в повседневных блюдах. Его ароматный чесночный профиль делает его естественным выбором для маринадов, тушеных овощей, хлеба, пасты и салатов, где желателен более глубокий пикантный оттенок.",Şirince Чесночное масло первого холодного отжима 250 мл,"Откройте для себя Şirince Чесночное масло первого холодного отжима 250 мл, холодного отжима настоянное масло, идеальное для салатов, маринадов, хлеба и средиземноморской готовки."
BRD_6087.JPG,SH-EVOO-ROSEMARY-250ML,Şirince Розмарин масло первого холодного отжима – 250 мл,sirince-rosemary-extra-virgin-olive-oil-250ml,"Масло первого холодного отжима, настоянное на розмарине, с благоухающим растительным профилем.","Şirince Розмарин масло первого холодного отжима добавляет свежий растительный оттенок к пикантным блюдам и элегантным моментам подачи. Особенно хорошо сочетается с жареными овощами, картофелем, гриль-мясом, фокаччей и финишными приложениями, которые выигрывают от чистого растительного прикосновения.",Şirince Розмарин масло первого холодного отжима 250 мл,"Купите Şirince Розмарин масло первого холодного отжима 250 мл, холодного отжима растительного настоянное масло для жареных блюд, гурме-подачи и средиземноморских блюд."
BRD_6078.JPG,SH-EVOO-MANDARIN-250ML,Şirince Bodrum Мандариновое масло первого холодного отжима – 250 мл,sirince-bodrum-mandarin-extra-virgin-olive-oil-250ml,"Масло первого холодного отжима, холодного отжима, с ярким характером мандарина Bodrum.","Şirince Bodrum Мандариновое масло первого холодного отжима привносит цитрусовую свежесть в категорию оливкового масла с легким, отличительным профилем. Особенно подходит для салатов, морепродуктов, творческих заправок и закусок, где чистый, ароматный финиш может поднять общее блюдо.",Şirince Bodrum Мандариновое масло первого холодного отжима 250 мл,"Исследуйте Şirince Bodrum Мандариновое масло первого холодного отжима 250 мл, холодного отжима цитрусового настоянное масло для салатов, морепродуктов и свежей подачи."
BRD_6082.JPG,SH-EVOO-PLAIN-250ML,Şirince Простое масло первого холодного отжима – 250 мл,sirince-plain-extra-virgin-olive-oil-250ml,Классическое масло первого холодного отжима с чистым вкусом и повседневной универсальностью.,"Şirince Простое масло первого холодного отжима - это надежный кухонный необходимый элемент, сделанный для ежедневного использования на завтраках, салатах, простой готовке и финишах. Его простой естественный профиль и премиальное представление делают его легкой подходящей для домашнего использования и розничных полок.",Şirince Простое масло первого холодного отжима 250 мл,"Купите Şirince Простое масло первого холодного отжима 250 мл, холодного отжима повседневное оливковое масло с чистым вкусом и универсальным кухонным использованием."
BRD_6093.JPG,EN-TURKISH-DELIGHT-GIFT-BOX-NA,Eco Natural Натуральный сладкий лукум подарочная коробка,eco-natural-natural-sweet-turkish-delight-gift-box,Премиальная коробка лукума с яркой презентацией и современным натуральным брендингом.,"Eco Natural Натуральный сладкий лукум подарочная коробка разработана для подарков, специализированных полок и покупателей, ищущих более возвышенное представление традиционного сладкого. Его цветная визуальная идентичность, Antalya брендинг и отполированная упаковка делают его подходящим для розницы сувениров, премиальных ассортиментов и праздничных случаев.",Eco Natural Лукум подарочная коробка | Натуральный сладкий,"Откройте для себя Eco Natural Натуральный сладкий лукум подарочную коробку, премиальный сладкий подарочный набор с брендингом Antalya с элегантным представлением и подарочной привлекательностью."
