filename,product_id,page_title,slug,short_description,full_description,seo_title,meta_description
BRD_6037.JPG,EN-POPPY-SEED-OIL-250ML,"Eco Natural Poppy Seed Oil – 250 ml","eco-natural-poppy-seed-oil-250ml","A smooth, elegant specialty oil with a rare and distinctive profile.","Eco Natural Poppy Seed Oil brings a refined and uncommon option to premium oil collections. Its specialty positioning, clean presentation, and distinctive character make it well suited for gourmet kitchens, gift assortments, and natural product shelves that value unique ingredients.","Eco Natural Poppy Seed Oil 250 ml | Elegant Specialty Oil","Discover Eco Natural Poppy Seed Oil 250 ml, a smooth and distinctive specialty oil ideal for gourmet kitchens and premium product ranges."
BRD_6038.JPG,EN-OLIVE-ELIXIR-NA,"Eco Natural Zeytin Sütü (Cold Pressed Olive Elixir)","eco-natural-zeytin-sutu-cold-pressed-olive-elixir","A delicate olive-based elixir with artisanal character and premium presentation.","Eco Natural Zeytin Sütü, presented as a Cold Pressed Olive Elixir, is designed as a refined specialty offering within the olive category. Its elegant visual identity and boutique positioning make it especially suitable for curated food selections, gift-oriented retail, and customers seeking something distinctive beyond standard olive oil formats.","Eco Natural Zeytin Sütü | Cold Pressed Olive Elixir","Explore Eco Natural Zeytin Sütü, a cold pressed olive elixir with delicate character, premium presentation, and boutique specialty appeal."
BRD_6046.JPG,EN-FIG-SEED-OIL-NA,"Eco Natural Fig Seed Oil","eco-natural-fig-seed-oil","A rare and visually distinctive fig seed oil with a refined premium identity.","Eco Natural Fig Seed Oil is a niche specialty product crafted for premium shelves and curated assortments. Its elegant packaging and uncommon product profile make it particularly appealing for gourmet retail, gift selections, and customers looking for unique natural oils.","Eco Natural Fig Seed Oil | Rare Premium Specialty Oil","Discover Eco Natural Fig Seed Oil, a rare and elegant specialty oil designed for boutique retail, gourmet collections, and premium presentation."
BRD_6049.JPG,EN-SALAD-DRESSING-NA,"Eco Natural Salad Dressing","eco-natural-salad-dressing","A ready-to-use salad dressing with bold presentation and everyday convenience.","Eco Natural Salad Dressing is made for simple serving and quick meal preparation without sacrificing a premium look on the shelf. It works well across salads, vegetable dishes, and light cold plates, offering an easy way to add flavor and finish to everyday meals.","Eco Natural Salad Dressing | Ready-to-Use Kitchen Essential","Shop Eco Natural Salad Dressing, a practical and premium ready-to-use dressing for salads, vegetable dishes, and everyday serving."
BRD_6024.JPG,EN-EVOO-500ML-TIN,"Eco Natural Extra Virgin Olive Oil – 500 ml Tin","eco-natural-extra-virgin-olive-oil-500ml-tin","A first cold pressed extra virgin olive oil in a classic tin with premium quality cues.","Eco Natural Extra Virgin Olive Oil in the 500 ml tin format combines everyday practicality with a strong premium identity. Highlighting 0.2 acidity and 349 polyphenols on the packaging, it is positioned as a high-quality olive oil for regular use, serving, and kitchen shelves that value both function and presentation.","Eco Natural Extra Virgin Olive Oil 500 ml Tin","Buy Eco Natural Extra Virgin Olive Oil 500 ml Tin, a first cold pressed olive oil with premium quality cues, 0.2 acidity, and 349 polyphenols."
BRD_6028.JPG,EN-EVOO-1L-TIN,"Eco Natural Extra Virgin Olive Oil – 1 L Tin","eco-natural-extra-virgin-olive-oil-1l-tin","A larger-format extra virgin olive oil designed for regular home and kitchen use.","Eco Natural Extra Virgin Olive Oil in the 1 L tin offers the same premium positioning in a format suited to more frequent use. With 0.2 acidity and 349 polyphenols highlighted on the packaging, it balances quality presentation with practical volume for households and kitchens that rely on olive oil daily.","Eco Natural Extra Virgin Olive Oil 1 L Tin","Discover Eco Natural Extra Virgin Olive Oil 1 L Tin, a first cold pressed olive oil with 0.2 acidity, 349 polyphenols, and practical everyday volume."
BRD_6074.JPG,EN-EH-EVOO-50CL-RECT,"Eco Natural Early Harvest Extra Virgin Olive Oil – 50 cl","eco-natural-early-harvest-extra-virgin-olive-oil-50cl","A premium early harvest extra virgin olive oil in a striking rectangular glass bottle.","This Eco Natural early harvest extra virgin olive oil is positioned as a refined premium product for serving, gifting, and elevated shelf presentation. With 0.1 acidity and 500+ polyphenols highlighted on the label, it combines strong quality signals with a sharp, elegant bottle design.","Eco Natural Early Harvest Extra Virgin Olive Oil 50 cl","Shop Eco Natural Early Harvest Extra Virgin Olive Oil 50 cl with 0.1 acidity, 500+ polyphenols, and premium rectangular bottle presentation."
BRD_6075.JPG,EN-EH-EVOO-NA-SLIM,"Eco Natural Early Harvest Extra Virgin Olive Oil – Slim Bottle","eco-natural-early-harvest-extra-virgin-olive-oil-slim-bottle","A premium early harvest olive oil presented in a tall, elegant slim bottle.","Eco Natural Early Harvest Extra Virgin Olive Oil in this slim bottle format is designed to stand out in specialty retail and gift-oriented collections. The label highlights 0.1 acidity and 500+ polyphenols, pairing premium quality messaging with a clean, elongated silhouette.","Eco Natural Early Harvest EVOO | Slim Bottle","Discover Eco Natural Early Harvest Extra Virgin Olive Oil in a slim premium bottle with 0.1 acidity, 500+ polyphenols, and elegant shelf presence."
BRD_6058.JPG,EN-EH-EVOO-NA-OVAL,"Eco Natural Early Harvest Extra Virgin Olive Oil – Oval Bottle","eco-natural-early-harvest-extra-virgin-olive-oil-oval-bottle","A decorative premium olive oil with artisanal styling and standout visual character.","This special Eco Natural early harvest olive oil variant is designed for premium display, gifting, and boutique shelf appeal. With 0.1 acidity and 500+ polyphenols associated with the line, the oval bottle and decorative styling give it a distinctly artisanal presence.","Eco Natural Early Harvest EVOO | Oval Premium Bottle","Explore Eco Natural Early Harvest Extra Virgin Olive Oil in an oval decorative bottle with premium gifting appeal and refined presentation."
BRD_6065.JPG,EN-EH-EVOO-70CL-TEARDROP,"Eco Natural Early Harvest Extra Virgin Olive Oil – 70 cl","eco-natural-early-harvest-extra-virgin-olive-oil-70cl-teardrop","A premium early harvest extra virgin olive oil in a sculpted teardrop-style glass bottle.","Eco Natural Early Harvest Extra Virgin Olive Oil in the 70 cl teardrop bottle combines premium quality cues with a visually distinctive presentation. Featuring 0.1 acidity and 500+ polyphenols on the label, it is designed for gourmet use, elegant tables, and upscale gifting.","Eco Natural Early Harvest Extra Virgin Olive Oil 70 cl","Buy Eco Natural Early Harvest Extra Virgin Olive Oil 70 cl with 0.1 acidity, 500+ polyphenols, and a sculpted premium bottle design."
BRD_6068.JPG,EN-EH-EVOO-NA-DECO-SQUARE,"Eco Natural Early Harvest Extra Virgin Olive Oil – Decorative Square Bottle","eco-natural-early-harvest-extra-virgin-olive-oil-decorative-square-bottle","A decorative square-bottle premium olive oil made to stand out on shelf and table.","This Eco Natural early harvest olive oil variant pairs the premium line’s refined identity with a more decorative square bottle presentation. Positioned alongside the 0.1 acidity and 500+ polyphenol early harvest range, it suits boutique display, premium food gifting, and elegant kitchen presentation.","Eco Natural Early Harvest EVOO | Decorative Square Bottle","Shop Eco Natural Early Harvest Extra Virgin Olive Oil in a decorative square bottle with premium presentation and early harvest positioning."
BRD_6071.JPG,EN-EH-EVOO-70CL-ROUND,"Eco Natural Early Harvest Extra Virgin Olive Oil – 70 cl Round Bottle","eco-natural-early-harvest-extra-virgin-olive-oil-70cl-round-bottle","A high-end early harvest olive oil in a rounded ornamental glass bottle.","Eco Natural Early Harvest Extra Virgin Olive Oil in this 70 cl round bottle is designed as a premium statement piece for the table, shelf, or gift set. With 0.1 acidity and 500+ polyphenols highlighted on the label, it brings together quality-driven positioning and a distinctive ornamental presentation.","Eco Natural Early Harvest EVOO 70 cl | Round Bottle","Discover Eco Natural Early Harvest Extra Virgin Olive Oil 70 cl in a round ornamental bottle with 0.1 acidity and 500+ polyphenols."
BRD_6083.JPG,SH-EVOO-CHILI-250ML,"Şirince Chili Extra Virgin Olive Oil – 250 ml","sirince-chili-extra-virgin-olive-oil-250ml","A cold pressed extra virgin olive oil infused with chili for a warm, lively finish.","Şirince Chili Extra Virgin Olive Oil combines a clean olive oil base with a gently spicy profile that adds character without overwhelming the dish. It is especially well suited for pizza, pasta, grilled vegetables, meze, and finishing applications where a little heat adds depth.","Şirince Chili Extra Virgin Olive Oil 250 ml","Buy Şirince Chili Extra Virgin Olive Oil 250 ml, a cold pressed infused olive oil with a bold, warm finish for drizzling and serving."
BRD_6085.JPG,SH-EVOO-GARLIC-250ML,"Şirince Garlic Extra Virgin Olive Oil – 250 ml","sirince-garlic-extra-virgin-olive-oil-250ml","A cold pressed garlic-infused olive oil with savory Mediterranean character.","Şirince Garlic Extra Virgin Olive Oil is crafted for easy flavor building in everyday meals. Its aromatic garlic profile makes it a natural fit for marinades, sautéed vegetables, breads, pasta, and salads where a deeper savory note is welcome.","Şirince Garlic Extra Virgin Olive Oil 250 ml","Discover Şirince Garlic Extra Virgin Olive Oil 250 ml, a cold pressed infused oil ideal for salads, marinades, breads, and Mediterranean cooking."
BRD_6087.JPG,SH-EVOO-ROSEMARY-250ML,"Şirince Rosemary Extra Virgin Olive Oil – 250 ml","sirince-rosemary-extra-virgin-olive-oil-250ml","A cold pressed rosemary-infused olive oil with a fragrant herbal profile.","Şirince Rosemary Extra Virgin Olive Oil adds a fresh botanical note to savory dishes and elegant serving moments. It pairs especially well with roasted vegetables, potatoes, grilled meats, focaccia, and finishing applications that benefit from a clean herbal touch.","Şirince Rosemary Extra Virgin Olive Oil 250 ml","Shop Şirince Rosemary Extra Virgin Olive Oil 250 ml, a cold pressed herbal infused oil for roasted dishes, gourmet serving, and Mediterranean meals."
BRD_6078.JPG,SH-EVOO-MANDARIN-250ML,"Şirince Bodrum Mandarin Extra Virgin Olive Oil – 250 ml","sirince-bodrum-mandarin-extra-virgin-olive-oil-250ml","A cold pressed extra virgin olive oil with bright Bodrum mandarin character.","Şirince Bodrum Mandarin Extra Virgin Olive Oil brings citrus freshness into the olive oil category with a light, distinctive profile. It is especially suitable for salads, seafood, creative dressings, and appetizers where a clean, aromatic finish can lift the overall dish.","Şirince Bodrum Mandarin Extra Virgin Olive Oil 250 ml","Explore Şirince Bodrum Mandarin Extra Virgin Olive Oil 250 ml, a cold pressed citrus-infused oil for salads, seafood, and fresh serving."
BRD_6082.JPG,SH-EVOO-PLAIN-250ML,"Şirince Plain Extra Virgin Olive Oil – 250 ml","sirince-plain-extra-virgin-olive-oil-250ml","A classic cold pressed extra virgin olive oil with clean flavor and everyday versatility.","Şirince Plain Extra Virgin Olive Oil is a reliable kitchen staple made for daily use across breakfast tables, salads, simple cooking, and finishing. Its straightforward natural profile and premium presentation make it an easy fit for both home use and retail shelves.","Şirince Plain Extra Virgin Olive Oil 250 ml","Buy Şirince Plain Extra Virgin Olive Oil 250 ml, a cold pressed everyday olive oil with clean flavor and versatile kitchen use."
BRD_6093.JPG,EN-TURKISH-DELIGHT-GIFT-BOX-NA,"Eco Natural Natural Sweet Turkish Delight Gift Box","eco-natural-natural-sweet-turkish-delight-gift-box","A premium Turkish delight gift box with vibrant presentation and modern natural branding.","Eco Natural Natural Sweet Turkish Delight Gift Box is designed for gifting, specialty shelves, and customers looking for a more elevated presentation of a traditional sweet. Its colorful visual identity, Antalya branding, and polished packaging make it suitable for souvenir retail, premium assortments, and festive occasions.","Eco Natural Turkish Delight Gift Box | Natural Sweet","Discover the Eco Natural Natural Sweet Turkish Delight Gift Box, a premium Antalya-branded sweet gift box with elegant presentation and gifting appeal."
