filename,product_id,page_title,slug,short_description,full_description,seo_title,meta_description
BRD_6037.JPG,EN-POPPY-SEED-OIL-250ML,Eco Natural Haşhaş Yağı – 250 ml,eco-natural-poppy-seed-oil-250ml,"Nadir ve ayırıcı profiline sahip pürüzsüz, zarif uzmanlık yağı.","Eco Natural Haşhaş Yağı, premium yağ koleksiyonlarına rafine ve sıradan olmayan seçenek getirir. Uzmanlık konumlandırması, temiz sunumu ve ayırıcı karakteri, benzersiz malzemeleri değerlendiren gourmet mutfaklar, hediye seçkileri ve doğal ürün rafları için çok uygundur.",Eco Natural Haşhaş Yağı 250 ml | Zarif Uzmanlık Yağı,"Eco Natural Haşhaş Yağı 250 ml'yi keşfedin, gourmet mutfaklar ve premium ürün serileri için ideal pürüzsüz ve ayırıcı uzmanlık yağı."
BRD_6038.JPG,EN-OLIVE-ELIXIR-NA,Eco Natural Zeytin Sütü (Soğuk Sıkılmış Zeytin İksiri),eco-natural-zeytin-sutu-cold-pressed-olive-elixir,Artizanal karaktere ve premium sunuma sahip hassas zeytin tabanlı iksir.,"Eco Natural Zeytin Sütü, soğuk sıkılmış zeytin iksiri olarak sunulan, zeytin kategorisi içinde rafine uzmanlık sunumu olarak tasarlanmıştır. Zarif görsel kimliği ve butik konumlandırması, özellikle seçilmiş yemek seçkileri, hediye yönelimli perakende ve standart zeytin yağı formatlarının ötesinde farklı bir şey arayan müşteriler için uygundur.",Eco Natural Zeytin Sütü | Soğuk Sıkılmış Zeytin İksiri,"Eco Natural Zeytin Sütü'nü keşfedin, hassas karakter, premium sunum ve butik uzmanlık cazibesiyle soğuk sıkılmış zeytin iksiri."
BRD_6046.JPG,EN-FIG-SEED-OIL-NA,Eco Natural İncir Çekirdeği Yağı,eco-natural-fig-seed-oil,Rafine premium kimliğe sahip nadir ve görsel olarak ayırıcı incir çekirdeği yağı.,"Eco Natural İncir Çekirdeği Yağı, premium raflar ve seçilmiş seçkiler için hazırlanmış niş uzmanlık ürünüdür. Zarif ambalajı ve sıradan olmayan ürün profili, gourmet perakende, hediye seçkileri ve benzersiz doğal yağlar arayan müşteriler için özellikle cazip.",Eco Natural İncir Çekirdeği Yağı | Nadir Premium Uzmanlık Yağı,"Eco Natural İncir Çekirdeği Yağı'nı keşfedin, butik perakende, gourmet koleksiyonları ve premium sunum için tasarlanmış nadir ve zarif uzmanlık yağı."
BRD_6049.JPG,EN-SALAD-DRESSING-NA,Eco Natural Salata Sosu,eco-natural-salad-dressing,Cesur sunumu ve günlük kolaylığı ile kullanıma hazır salata sosu.,"Eco Natural Salata Sosu, raflardaki premium görünümü feda etmeden basit servis ve hızlı öğün hazırlama için yapılmıştır. Salatalar, sebze yemekleri ve hafif soğuk tabaklar arasında çalışır, günlük yemeklere lezzet ve bitirme eklemek için kolay bir yol sunar.",Eco Natural Salata Sosu | Kullanıma Hazır Mutfak Temel Öğesi,"Eco Natural Salata Sosu'nu alışveriş edin, salatalar, sebze yemekleri ve günlük servis için pratik ve premium kullanıma hazır susu."
BRD_6024.JPG,EN-EVOO-500ML-TIN,Eco Natural Sızma Zeytinyağı – 500 ml Kutu,eco-natural-extra-virgin-olive-oil-500ml-tin,Premium kalite ipuçları ile klasik kutuda birinci soğuk sıkılmış sızma zeytinyağı.,"Kutu formatında 500 ml Eco Natural Sızma Zeytinyağı, günlük pratikliği güçlü premium kimlik ile birleştirir. Ambalajında 0.2 asitlik ve 349 polifenol vurgulanmak üzere, normal kullanım, servis ve işlevsellik ve sunum değerlendiren mutfak rafları için yüksek kaliteli zeytinyağı olarak konumlandırılır.",Eco Natural Sızma Zeytinyağı 500 ml Kutu,"Eco Natural Sızma Zeytinyağı 500 ml Kutu'yu satın alın, birinci soğuk sıkılmış zeytinyağı, premium kalite ipuçları, 0.2 asitlik ve 349 polifenol."
BRD_6028.JPG,EN-EVOO-1L-TIN,Eco Natural Sızma Zeytinyağı – 1 L Kutu,eco-natural-extra-virgin-olive-oil-1l-tin,Düzenli ev ve mutfak kullanımı için tasarlanmış daha büyük format sızma zeytinyağı.,"Kutu formatında 1 L Eco Natural Sızma Zeytinyağı, aynı premium konumlandırmayı daha sık kullanım için uygun bir formatta sunar. Ambalajında 0.2 asitlik ve 349 polifenol vurgulanmak üzere, zeytinyağını günlük olarak kullanan haneler ve mutfaklar için kalite sunumu pratik hacimle dengeler.",Eco Natural Sızma Zeytinyağı 1 L Kutu,"Eco Natural Sızma Zeytinyağı 1 L Kutu'nu keşfedin, birinci soğuk sıkılmış zeytinyağı 0.2 asitlik, 349 polifenol ve pratik günlük hacim."
BRD_6074.JPG,EN-EH-EVOO-50CL-RECT,Eco Natural Erken Hasat Sızma Zeytinyağı – 50 cl,eco-natural-early-harvest-extra-virgin-olive-oil-50cl,Çarpıcı dikdörtgen cam şişede premium erken hasat sızma zeytinyağı.,"Bu Eco Natural erken hasat sızma zeytinyağı, servis, hediye ve yükseltilmiş raf sunumu için rafine premium ürün olarak konumlandırılır. 0.1 asitlik ve 500+ polifenol etiket üzerinde vurgulanmak üzere, güçlü kalite sinyalleri keskin, zarif şişe tasarımı ile birleşir.",Eco Natural Erken Hasat Sızma Zeytinyağı 50 cl,"Eco Natural Erken Hasat Sızma Zeytinyağı 50 cl'yi alışveriş edin, 0.1 asitlik, 500+ polifenol ve premium dikdörtgen şişe sunumu."
BRD_6075.JPG,EN-EH-EVOO-NA-SLIM,Eco Natural Erken Hasat Sızma Zeytinyağı – Ince Şişe,eco-natural-early-harvest-extra-virgin-olive-oil-slim-bottle,"Yüksek, zarif ince şişede sunulan premium erken hasat zeytinyağı.","Bu ince şişe formatında Eco Natural Erken Hasat Sızma Zeytinyağı, özel perakende ve hediye yönelimli koleksiyonlarda öne çıkmak için tasarlanmıştır. Etiket 0.1 asitlik ve 500+ polifenol vurgular, premium kalite mesajını temiz, uzatılmış siluet ile eşleştirin.",Eco Natural Erken Hasat Sızma Zeytinyağı | İnce Şişe,"Eco Natural Erken Hasat Sızma Zeytinyağı'nı ince premium şişede keşfedin, 0.1 asitlik, 500+ polifenol ve zarif raf varlığı."
BRD_6058.JPG,EN-EH-EVOO-NA-OVAL,Eco Natural Erken Hasat Sızma Zeytinyağı – Oval Şişe,eco-natural-early-harvest-extra-virgin-olive-oil-oval-bottle,Artizanal stillenme ve öne çıkıcı görsel karakter ile dekoratif premium zeytinyağı.,"Bu özel Eco Natural erken hasat zeytinyağı varyantı, premium görüntü, hediye ve butik raf cazibesi için tasarlanmıştır. 0.1 asitlik ve 500+ polifenol serisi ile ilişkili olarak, oval şişe ve dekoratif stil, belirgin bir artizanal varlık verir.",Eco Natural Erken Hasat Sızma Zeytinyağı | Oval Premium Şişe,"Eco Natural Erken Hasat Sızma Zeytinyağı'nı oval dekoratif şişede keşfedin, premium hediye cazibesi ve rafine sunumu."
BRD_6065.JPG,EN-EH-EVOO-70CL-TEARDROP,Eco Natural Erken Hasat Sızma Zeytinyağı – 70 cl,eco-natural-early-harvest-extra-virgin-olive-oil-70cl-teardrop,Heykeltıraşlık damlacık-tarz cam şişede premium erken hasat sızma zeytinyağı.,"70 cl damlacık şişede Eco Natural Erken Hasat Sızma Zeytinyağı, premium kalite ipuçları görsel olarak ayırıcı sunumu birleştirir. 0.1 asitlik ve 500+ polifenol etiket üzerinde özelliğe sahip olarak, gourmet kullanım, zarif masalar ve lüks hediye için tasarlanmıştır.",Eco Natural Erken Hasat Sızma Zeytinyağı 70 cl,"Eco Natural Erken Hasat Sızma Zeytinyağı 70 cl'yi satın alın, 0.1 asitlik, 500+ polifenol ve heykeltıraşlık premium şişe tasarımı."
BRD_6068.JPG,EN-EH-EVOO-NA-DECO-SQUARE,Eco Natural Erken Hasat Sızma Zeytinyağı – Dekoratif Kare Şişe,eco-natural-early-harvest-extra-virgin-olive-oil-decorative-square-bottle,Raf ve masada öne çıkmak için tasarlanmış dekoratif kare şişe premium zeytinyağı.,"Bu Eco Natural erken hasat zeytinyağı varyantı, premium seri rafine kimliğini daha dekoratif kare şişe sunumu ile eşleştirir. 0.1 asitlik ve 500+ polifenol erken hasat serisi yanında konumlandırılmış, butik görüntü, premium gıda hediyesi ve zarif mutfak sunumu için uygun.",Eco Natural Erken Hasat Sızma Zeytinyağı | Dekoratif Kare Şişe,"Eco Natural Erken Hasat Sızma Zeytinyağı'nı dekoratif kare şişede alışveriş edin, premium sunum ve erken hasat konumlandırması."
BRD_6071.JPG,EN-EH-EVOO-70CL-ROUND,Eco Natural Erken Hasat Sızma Zeytinyağı – 70 cl Yuvarlak Şişe,eco-natural-early-harvest-extra-virgin-olive-oil-70cl-round-bottle,Yuvarlak süslü cam şişede yüksek-uç erken hasat zeytinyağı.,"Bu 70 cl yuvarlak şişede Eco Natural Erken Hasat Sızma Zeytinyağı, masa, raf veya hediye seti için premium ifade parçası olarak tasarlanmıştır. 0.1 asitlik ve 500+ polifenol etiket üzerinde vurgulanmış, kalite güdülü konumlandırma ve ayırıcı süslü sunumu bir araya getirir.",Eco Natural Erken Hasat Sızma Zeytinyağı 70 cl | Yuvarlak Şişe,"Eco Natural Erken Hasat Sızma Zeytinyağı 70 cl'yi yuvarlak süslü şişede keşfedin, 0.1 asitlik ve 500+ polifenol."
BRD_6083.JPG,SH-EVOO-CHILI-250ML,Şirince Biber Sızma Zeytinyağı – 250 ml,sirince-chili-extra-virgin-olive-oil-250ml,"Sıcak, canlı bitirme için biberle kaynatılmış soğuk sıkılmış sızma zeytinyağı.","Şirince Biber Sızma Zeytinyağı, temiz zeytinyağı tabanını yemeği ezmeyen hafif baharatlı profil ile birleştirir. Özellikle pizza, pasta, ızgara sebzeler, meze ve biraz ısının derinlik kattığı bitirme uygulamaları için çok uygundur.",Şirince Biber Sızma Zeytinyağı 250 ml,"Şirince Biber Sızma Zeytinyağı 250 ml'yi satın alın, damlatma ve servis için cesur, sıcak bitirme ile soğuk sıkılmış kaynatılmış zeytinyağı."
BRD_6085.JPG,SH-EVOO-GARLIC-250ML,Şirince Sarımsak Sızma Zeytinyağı – 250 ml,sirince-garlic-extra-virgin-olive-oil-250ml,Tatlı Akdeniz karakteri ile sarımsak kaynatılmış soğuk sıkılmış zeytinyağı.,"Şirince Sarımsak Sızma Zeytinyağı, günlük yemeklerde kolay lezzet oluşturmak için hazırlanmıştır. Aromatik sarımsak profili, daha derin tatlı notu istenen marine edilen soslar, ızgara sebzeler, ekmekler, pasta ve salatalar için doğal seçimdir.",Şirince Sarımsak Sızma Zeytinyağı 250 ml,"Şirince Sarımsak Sızma Zeytinyağı 250 ml'yi keşfedin, salatalar, marine edilen soslar, ekmekler ve Akdeniz pişirmesi için ideal soğuk sıkılmış kaynatılmış yağ."
BRD_6087.JPG,SH-EVOO-ROSEMARY-250ML,Şirince Biberiye Sızma Zeytinyağı – 250 ml,sirince-rosemary-extra-virgin-olive-oil-250ml,Kokulu bitki profili ile biberiye kaynatılmış soğuk sıkılmış zeytinyağı.,"Şirince Biberiye Sızma Zeytinyağı, tatlı yemeklere ve zarif servis anlarına temiz botaniksel not ekler. Özellikle ızgara sebzeler, patates, ızgara etler, focaccia ve temiz bitki dokunuşu yararlı bitirme uygulamalarıyla iyi eşleşir.",Şirince Biberiye Sızma Zeytinyağı 250 ml,"Şirince Biberiye Sızma Zeytinyağı 250 ml'yi alışveriş edin, ızgara yemekleri, gourmet servis ve Akdeniz yemekleri için soğuk sıkılmış bitki kaynatılmış yağ."
BRD_6078.JPG,SH-EVOO-MANDARIN-250ML,Şirince Bodrum Mandalina Sızma Zeytinyağı – 250 ml,sirince-bodrum-mandarin-extra-virgin-olive-oil-250ml,Parlak Bodrum mandalina karakteri ile soğuk sıkılmış sızma zeytinyağı.,"Şirince Bodrum Mandalina Sızma Zeytinyağı, sitrus tazeliğini zeytinyağı kategorisine hafif, ayırıcı profil ile getirir. Özellikle salatalar, deniz ürünleri, yaratıcı soslar ve temiz, aromatik bitirme yemeği kaldırabilen ön yemekler için uygundur.",Şirince Bodrum Mandalina Sızma Zeytinyağı 250 ml,"Şirince Bodrum Mandalina Sızma Zeytinyağı 250 ml'yi keşfedin, salatalar, deniz ürünleri ve taze servis için soğuk sıkılmış sitrus kaynatılmış yağ."
BRD_6082.JPG,SH-EVOO-PLAIN-250ML,Şirince Sade Sızma Zeytinyağı – 250 ml,sirince-plain-extra-virgin-olive-oil-250ml,Temiz lezzet ve günlük çok yönlülük ile klasik soğuk sıkılmış sızma zeytinyağı.,"Şirince Sade Sızma Zeytinyağı, kahvaltı masaları, salatalar, basit pişirme ve bitirme arasında günlük kullanım için yapılan güvenilir mutfak temel öğesidir. İleri doğal profili ve premium sunumu, hem ev kullanımı hem de perakende rafları için kolay uyum.",Şirince Sade Sızma Zeytinyağı 250 ml,"Şirince Sade Sızma Zeytinyağı 250 ml'yi satın alın, temiz lezzet ve çok yönlü mutfak kullanımı ile soğuk sıkılmış günlük zeytinyağı."
BRD_6093.JPG,EN-TURKISH-DELIGHT-GIFT-BOX-NA,Eco Natural Doğal Tatlı Lokum Hediye Kutusu,eco-natural-natural-sweet-turkish-delight-gift-box,Canlı sunum ve modern doğal branding ile premium lokum hediye kutusu.,"Eco Natural Doğal Tatlı Lokum Hediye Kutusu, hediye, özel raflar ve geleneksel tatlının daha yükseltilmiş sunumu arayan müşteriler için tasarlanmıştır. Renkli görsel kimliği, Antalya branding ve cilalanmış ambalajı, hediyelik perakende, premium seçkiler ve şenlik etkinlikleri için uygun.",Eco Natural Lokum Hediye Kutusu | Doğal Tatlı,"Eco Natural Doğal Tatlı Lokum Hediye Kutusu'nu keşfedin, zarif sunum ve hediye cazibesi ile premium Antalya-markalamalı tatlı hediye kutusu."
